"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Pseudomonas"	"Treatment"	"A- T+ P+"	"TreatmentA- T+ P+"	1.93385063422918	-1.08633015278353	0.363134530466643	6.5563110496214e-12	6.58909260486951e-09	6.5563110496214e-12	3.39616912370388e-09	NA	"abundance"	235	235
"Pseudomonas"	"Treatment"	"A+ T- P+"	"TreatmentA+ T- P+"	1.66609809057709	-1.21116434274419	0.354799691006721	1.97708516225248e-11	7.90682186391223e-09	1.97708516225248e-11	4.07535694080252e-09	NA	"abundance"	235	235
"Pseudomonas"	"Treatment"	"A+ T+ P+"	"TreatmentA+ T+ P+"	2.00003703465591	-1.02581933393124	0.389119498844758	2.36024533251111e-11	7.90682186391223e-09	2.36024533251111e-11	4.07535694080252e-09	NA	"abundance"	235	235
"Pseudomonas"	"Treatment"	"A- T- P+"	"TreatmentA- T- P+"	1.92677453302287	-0.671986422222393	0.352292241276012	4.75255723664247e-10	1.19408000570642e-07	4.75255723664247e-10	6.154561621452e-08	NA	"abundance"	235	235
"Culicoidibacter"	"Treatment"	"A- T+ P-"	"TreatmentA- T+ P-"	-5.27051263675882	-0.759483135524185	0.67783173450057	9.60901580526752e-10	1.93141217685877e-07	9.60901580526752e-10	9.95494037425715e-08	NA	"abundance"	235	228
"Shewanella"	"Treatment"	"A+ T- P+"	"TreatmentA+ T- P+"	2.31224543945878	-1.21116434274419	0.518515854048754	1.33703992322154e-09	2.23954187139608e-07	1.33703992322154e-09	1.1543111337146e-07	NA	"abundance"	235	222
"Gemmataceae Genus"	"Treatment"	"A+ T- P-"	"TreatmentA+ T- P-"	3.43595441303242	-0.373981885790297	0.561389357684166	2.08163974946274e-09	2.98863992601436e-07	2.08163974946274e-09	1.54041341460243e-07	NA	"abundance"	235	157
"Acinetobacter"	"Treatment"	"A+ T- P+"	"TreatmentA+ T- P+"	3.40049629799153	-1.21116434274419	0.708282752894792	5.30191957004433e-09	6.66053645986819e-07	5.30191957004433e-09	3.43299292160371e-07	NA	"abundance"	235	136
"Shewanella"	"Treatment"	"A- T+ P+"	"TreatmentA- T+ P+"	2.39128653685098	-1.08633015278353	0.539077558824867	7.69582975124194e-09	8.5936765555535e-07	7.69582975124194e-09	4.42937756793703e-07	NA	"abundance"	235	222
"Shewanella"	"Treatment"	"A+ T+ P+"	"TreatmentA+ T+ P+"	2.2436076523004	-1.02581933393124	0.566611778353323	1.13336659501861e-07	1.13903342799371e-05	1.13336659501861e-07	5.87083896219642e-06	NA	"abundance"	235	222
"Pseudomonas"	"Treatment"	"A- T+ P-"	"TreatmentA- T+ P-"	1.54978777515076	-0.759483135524185	0.384677913282984	3.0885350676968e-07	2.82179794821389e-05	3.0885350676968e-07	1.45441924096995e-05	NA	"abundance"	235	235
"Ensifer"	"Treatment"	"A- T+ P-"	"TreatmentA- T+ P-"	-3.36962410115276	0	0.69637793185234	1.30634315181818e-06	0.000109406238964773	2.61268459710394e-06	0.00011278088510832	NA	"prevalence"	235	159
"Vampirovibrionaceae Genus"	"Treatment"	"A+ T+ P+"	"TreatmentA+ T+ P+"	3.65357779848122	0	0.794267251597037	4.22622616304402e-06	0.000326719791835326	8.45243446510046e-06	0.000312740075208717	NA	"prevalence"	235	111
"Vampirovibrionaceae Genus"	"Treatment"	"A- T- P+"	"TreatmentA- T- P+"	2.57276145606104	0	0.564572391925618	5.18872082389353e-06	0.000372476030572357	1.03774147249633e-05	0.000358366721835398	NA	"prevalence"	235	111
"Aeromonas"	"Treatment"	"A+ T- P+"	"TreatmentA+ T- P+"	0.584861646281477	-1.21116434274419	0.334591721822832	6.69490011506735e-06	0.000448558307709512	6.69490011506735e-06	0.000266766019969607	NA	"abundance"	235	235
